Driver,LapNumber,Compound,Stint,TyreLife,Position,LapTime (s),Race,Year,LapTime_Delta,Cumulative_Degradation,PitStop,PitNextLap,RaceProgress,Normalized_TyreLife,Position_Change
ALO,2,MEDIUM,1,2.0,10,102.72,United States Grand Prix,2024,3.135999999999996,-3.6639999999998025,1,0,0.0263157894736842,0.0571428571428571,-3.0
ALO,3,MEDIUM,1,3.0,10,133.66,United States Grand Prix,2024,34.373999999999995,27.276000000000195,1,0,0.0394736842105263,0.0857142857142857,-3.0
ALO,4,MEDIUM,1,4.0,10,149.599,United States Grand Prix,2024,50.20399999999999,43.21500000000019,1,0,0.0526315789473684,0.1142857142857142,-3.0
ALO,6,MEDIUM,1,6.0,10,103.042,United States Grand Prix,2024,4.247,-33.435999999999794,1,0,0.0789473684210526,0.1714285714285714,-3.0
ALO,7,MEDIUM,1,7.0,11,102.409,United States Grand Prix,2024,3.689000000000007,-34.06899999999979,1,0,0.0921052631578947,0.2,-4.0
ALO,8,MEDIUM,1,8.0,11,101.508,United States Grand Prix,2024,2.965999999999994,-34.9699999999998,1,0,0.1052631578947368,0.2285714285714285,-4.0
ALO,9,MEDIUM,1,9.0,11,101.975,United States Grand Prix,2024,3.330999999999989,-34.5029999999998,1,0,0.1184210526315789,0.2571428571428571,-4.0
ALO,10,MEDIUM,1,10.0,11,101.928,United States Grand Prix,2024,3.1629999999999967,-34.5499999999998,1,0,0.131578947368421,0.2857142857142857,-4.0
ALO,11,MEDIUM,1,11.0,12,103.326,United States Grand Prix,2024,4.659999999999997,-33.1519999999998,1,0,0.1447368421052631,0.3142857142857143,-5.0
ALO,12,MEDIUM,1,12.0,12,101.701,United States Grand Prix,2024,2.826999999999998,-34.7769999999998,1,0,0.1578947368421052,0.3428571428571428,-5.0
ALO,13,MEDIUM,1,13.0,12,101.687,United States Grand Prix,2024,2.9680000000000035,-34.7909999999998,1,0,0.1710526315789473,0.3714285714285714,-5.0
ALO,14,MEDIUM,1,14.0,12,101.706,United States Grand Prix,2024,3.182000000000002,-34.77199999999979,1,0,0.1842105263157894,0.4,-5.0
ALO,15,MEDIUM,1,15.0,12,101.53,United States Grand Prix,2024,2.5220000000000056,-34.947999999999794,1,0,0.1973684210526315,0.4285714285714285,-5.0
ALO,16,MEDIUM,1,16.0,12,101.681,United States Grand Prix,2024,2.8190000000000026,-34.7969999999998,1,0,0.2105263157894736,0.4571428571428571,-5.0
ALO,17,MEDIUM,1,17.0,13,102.424,United States Grand Prix,2024,3.613,-34.05399999999979,1,0,0.2236842105263158,0.4857142857142857,-6.0
ALO,18,MEDIUM,1,18.0,12,101.238,United States Grand Prix,2024,2.519999999999996,-35.2399999999998,1,0,0.2368421052631578,0.5142857142857142,-6.0
ALO,19,MEDIUM,1,19.0,10,101.677,United States Grand Prix,2024,2.394000000000005,-34.80099999999979,1,0,0.25,0.5428571428571428,-4.0
ALO,20,MEDIUM,1,20.0,10,101.585,United States Grand Prix,2024,2.2179999999999893,-34.8929999999998,1,0,0.2631578947368421,0.5714285714285714,-4.0
ALO,21,MEDIUM,1,21.0,10,101.297,United States Grand Prix,2024,2.0330000000000013,-35.1809999999998,1,0,0.2763157894736842,0.6,-4.0
ALO,22,MEDIUM,1,22.0,11,102.707,United States Grand Prix,2024,3.434999999999988,-33.7709999999998,1,0,0.2894736842105263,0.6285714285714286,-5.0
ALO,23,MEDIUM,1,23.0,11,101.766,United States Grand Prix,2024,2.5230000000000103,-34.71199999999979,1,0,0.3026315789473684,0.6571428571428571,-5.0
ALO,24,MEDIUM,1,24.0,11,101.879,United States Grand Prix,2024,2.2820000000000107,-34.59899999999979,1,0,0.3157894736842105,0.6857142857142857,-5.0
ALO,25,MEDIUM,1,25.0,11,101.614,United States Grand Prix,2024,-7.092999999999989,-34.86399999999979,1,0,0.3289473684210526,0.7142857142857143,-2.0
ALO,26,MEDIUM,1,26.0,11,102.193,United States Grand Prix,2024,24.181,-34.2849999999998,0,0,0.3421052631578947,0.7428571428571429,-2.0
ALO,27,HARD,2,2.0,18,120.837,United States Grand Prix,2024,22.34700000000001,33.15100000000001,1,0,0.3552631578947368,0.0263157894736842,-4.0
ALO,28,HARD,2,3.0,17,100.478,United States Grand Prix,2024,1.652000000000001,12.792000000000002,1,0,0.3684210526315789,0.0394736842105263,-4.0
ALO,29,HARD,2,4.0,17,100.48,United States Grand Prix,2024,1.866,12.794000000000011,1,0,0.3815789473684211,0.0526315789473684,-6.0
ALO,30,HARD,2,5.0,17,100.21,United States Grand Prix,2024,1.647999999999996,12.524,1,0,0.3947368421052631,0.0657894736842105,-8.0
ALO,31,HARD,2,6.0,17,100.133,United States Grand Prix,2024,1.7009999999999934,12.447000000000005,1,0,0.4078947368421052,0.0789473684210526,-8.0
ALO,32,HARD,2,7.0,16,100.6,United States Grand Prix,2024,1.997,12.914,1,0,0.4210526315789473,0.0921052631578947,-7.0
ALO,33,HARD,2,8.0,16,100.556,United States Grand Prix,2024,2.394999999999996,23.483999999999995,1,0,0.4342105263157895,0.1052631578947368,-8.0
ALO,34,HARD,2,9.0,14,100.285,United States Grand Prix,2024,1.7980000000000018,23.213,1,0,0.4473684210526316,0.1184210526315789,-6.0
ALO,35,HARD,2,10.0,14,101.231,United States Grand Prix,2024,3.090999999999994,24.158999999999992,1,0,0.4605263157894737,0.131578947368421,-6.0
ALO,36,HARD,2,11.0,14,100.213,United States Grand Prix,2024,2.001999999999996,23.14099999999999,1,1,0.4736842105263157,0.1447368421052631,-6.0
ALO,37,HARD,2,12.0,14,100.61,United States Grand Prix,2024,2.682000000000002,23.538,1,0,0.4868421052631579,0.1578947368421052,-7.0
ALO,38,HARD,2,13.0,14,100.14,United States Grand Prix,2024,1.9170000000000016,23.068,1,0,0.5,0.1710526315789473,-7.0
ALO,39,HARD,2,14.0,14,100.079,United States Grand Prix,2024,1.869,23.00699999999999,1,0,0.5131578947368421,0.1842105263157894,-7.0
ALO,40,HARD,2,15.0,14,99.927,United States Grand Prix,2024,0.6450000000000102,22.855000000000004,1,0,0.5263157894736842,0.1973684210526315,-6.0
ALO,41,HARD,2,16.0,13,101.035,United States Grand Prix,2024,2.723999999999989,23.963,1,0,0.5394736842105263,0.2105263157894736,-5.0
ALO,42,HARD,2,17.0,13,99.445,United States Grand Prix,2024,0.2589999999999861,22.37299999999999,1,0,0.5526315789473685,0.2236842105263158,-5.0
ALO,43,HARD,2,18.0,13,99.554,United States Grand Prix,2024,1.4320000000000022,22.482,1,0,0.5657894736842105,0.2368421052631578,-5.0
ALO,44,HARD,2,19.0,13,99.452,United States Grand Prix,2024,1.2349999999999994,22.379999999999995,1,0,0.5789473684210527,0.25,-5.0
ALO,45,HARD,2,20.0,13,99.999,United States Grand Prix,2024,1.881,22.926999999999992,1,0,0.5921052631578947,0.2631578947368421,-5.0
ALO,46,HARD,2,21.0,13,99.54,United States Grand Prix,2024,1.5520000000000067,22.468000000000004,1,0,0.6052631578947368,0.2763157894736842,-5.0
ALO,47,HARD,2,22.0,13,99.533,United States Grand Prix,2024,1.4140000000000017,22.461,1,0,0.618421052631579,0.2894736842105263,-5.0
ALO,48,HARD,2,23.0,13,99.638,United States Grand Prix,2024,1.628,22.566000000000003,1,0,0.631578947368421,0.3026315789473684,-5.0
ALO,49,HARD,2,24.0,13,99.949,United States Grand Prix,2024,1.7090000000000032,22.876999999999995,1,0,0.6447368421052632,0.3157894736842105,-5.0
ALO,50,HARD,2,25.0,13,99.584,United States Grand Prix,2024,1.043999999999997,22.512,1,0,0.6578947368421053,0.3289473684210526,-5.0
ALO,51,HARD,2,26.0,13,99.29,United States Grand Prix,2024,1.4080000000000013,-0.6500000000000057,1,0,0.6710526315789473,0.3421052631578947,-5.0
ALO,52,HARD,2,27.0,13,99.261,United States Grand Prix,2024,1.2659999999999911,-0.6790000000000163,1,0,0.6842105263157895,0.3552631578947368,-5.0
ALO,53,HARD,2,28.0,13,99.729,United States Grand Prix,2024,1.8430000000000035,-0.2110000000000127,1,0,0.6973684210526315,0.3684210526315789,-5.0
ALO,54,HARD,2,29.0,13,101.67,United States Grand Prix,2024,3.929000000000002,1.7299999999999898,1,0,0.7105263157894737,0.3815789473684211,-5.0
ALO,55,HARD,2,30.0,13,100.096,United States Grand Prix,2024,2.1450000000000102,0.1559999999999917,1,0,0.7236842105263158,0.3947368421052631,-5.0
BOT,1,MEDIUM,1,1.0,17,110.705,United States Grand Prix,2024,-2.656000000000006,-2.656000000000546,0,0,0.0131578947368421,0.02,2.0
BOT,2,MEDIUM,1,2.0,16,103.075,United States Grand Prix,2024,1.9099999999999968,-10.28600000000054,0,0,0.0263157894736842,0.04,3.0
BOT,3,MEDIUM,1,3.0,16,138.546,United States Grand Prix,2024,37.895,25.184999999999448,0,0,0.0394736842105263,0.06,3.0
BOT,5,MEDIUM,1,5.0,16,146.661,United States Grand Prix,2024,46.813,3.523999999999475,0,0,0.0657894736842105,0.1,3.0
BOT,6,MEDIUM,1,6.0,15,103.6,United States Grand Prix,2024,1.1259999999999906,-39.53700000000053,0,0,0.0789473684210526,0.12,5.0
BOT,7,MEDIUM,1,7.0,15,102.18,United States Grand Prix,2024,1.8970000000000056,-40.95700000000052,0,0,0.0921052631578947,0.14,5.0
BOT,8,MEDIUM,1,8.0,15,101.483,United States Grand Prix,2024,1.1640000000000017,-41.65400000000052,0,0,0.1052631578947368,0.16,5.0
BOT,9,MEDIUM,1,9.0,15,102.031,United States Grand Prix,2024,2.172000000000012,-41.10600000000052,0,0,0.1184210526315789,0.18,5.0
BOT,10,MEDIUM,1,10.0,14,101.749,United States Grand Prix,2024,1.8349999999999933,-41.38800000000053,0,0,0.131578947368421,0.2,6.0
BOT,11,MEDIUM,1,11.0,14,102.3,United States Grand Prix,2024,2.290999999999997,-40.83700000000053,0,0,0.1447368421052631,0.22,5.0
BOT,12,MEDIUM,1,12.0,14,101.945,United States Grand Prix,2024,1.900999999999996,-41.19200000000053,0,0,0.1578947368421052,0.24,4.0
BOT,13,MEDIUM,1,13.0,15,102.677,United States Grand Prix,2024,2.6700000000000017,-40.46000000000052,0,0,0.1710526315789473,0.26,3.0
BOT,14,MEDIUM,1,14.0,15,102.125,United States Grand Prix,2024,2.245999999999995,-41.012000000000526,0,0,0.1842105263157894,0.28,2.0
BOT,15,MEDIUM,1,15.0,15,102.714,United States Grand Prix,2024,3.3100000000000023,-40.42300000000053,0,0,0.1973684210526315,0.3,2.0
BOT,16,HARD,2,1.0,18,121.652,United States Grand Prix,2024,11.908,53.17700000000001,1,0,0.2105263157894736,0.0185185185185185,1.0
BOT,17,HARD,2,2.0,18,100.801,United States Grand Prix,2024,-8.991,32.32600000000001,1,0,0.2236842105263158,0.037037037037037,1.0
BOT,18,HARD,2,3.0,18,100.762,United States Grand Prix,2024,-8.956000000000003,32.287000000000006,1,1,0.2368421052631578,0.0555555555555555,1.0
BOT,19,HARD,2,4.0,18,100.869,United States Grand Prix,2024,-9.042000000000002,32.394000000000005,1,1,0.25,0.074074074074074,1.0
BOT,20,HARD,2,5.0,18,100.837,United States Grand Prix,2024,-8.85499999999999,20.90400000000001,1,1,0.2631578947368421,0.0925925925925925,1.0
BOT,21,HARD,2,6.0,18,100.92,United States Grand Prix,2024,-8.766999999999996,20.98700000000001,1,1,0.2763157894736842,0.1111111111111111,1.0
BOT,22,HARD,2,7.0,18,100.998,United States Grand Prix,2024,-8.729,21.06500000000001,1,1,0.2894736842105263,0.1296296296296296,1.0
BOT,23,HARD,2,8.0,18,101.138,United States Grand Prix,2024,-8.63199999999999,21.205000000000013,1,1,0.3026315789473684,0.1481481481481481,0.0
BOT,24,HARD,2,9.0,18,101.147,United States Grand Prix,2024,-8.469999999999999,21.214000000000013,1,1,0.3157894736842105,0.1666666666666666,0.0
BOT,25,HARD,2,10.0,18,100.909,United States Grand Prix,2024,-8.553999999999988,20.976000000000013,1,1,0.3289473684210526,0.1851851851851851,0.0
BOT,26,HARD,2,11.0,18,100.839,United States Grand Prix,2024,-8.807000000000002,20.90600000000001,1,1,0.3421052631578947,0.2037037037037037,0.0
BOT,27,HARD,2,12.0,17,100.869,United States Grand Prix,2024,-8.585999999999999,20.936000000000007,1,1,0.3552631578947368,0.2222222222222222,1.0
BOT,28,HARD,2,13.0,16,101.024,United States Grand Prix,2024,-8.435000000000002,21.091000000000008,1,1,0.3684210526315789,0.2407407407407407,2.0
BOT,29,HARD,2,14.0,16,101.298,United States Grand Prix,2024,-8.022999999999996,21.36500000000001,1,1,0.3815789473684211,0.2592592592592592,2.0
BOT,30,HARD,2,15.0,16,101.185,United States Grand Prix,2024,-8.224999999999994,21.25200000000001,1,1,0.3947368421052631,0.2777777777777778,2.0
BOT,31,HARD,2,16.0,16,101.374,United States Grand Prix,2024,-8.03200000000001,21.441000000000003,1,1,0.4078947368421052,0.2962962962962963,2.0
BOT,32,HARD,2,17.0,15,100.932,United States Grand Prix,2024,-8.349000000000004,20.99900000000001,1,1,0.4210526315789473,0.3148148148148148,3.0
BOT,33,HARD,2,18.0,15,100.784,United States Grand Prix,2024,-10.692999999999998,20.851000000000013,1,1,0.4342105263157895,0.3333333333333333,4.0
BOT,34,HARD,2,19.0,15,101.938,United States Grand Prix,2024,-17.587999999999994,22.594000000000023,0,1,0.4473684210526316,0.3518518518518518,4.0
BOT,35,HARD,2,20.0,15,101.436,United States Grand Prix,2024,2.144000000000005,22.092000000000027,0,1,0.4605263157894737,0.3703703703703703,4.0
BOT,36,HARD,2,21.0,15,101.155,United States Grand Prix,2024,2.079000000000008,30.330000000000027,0,1,0.4736842105263157,0.3888888888888889,4.0
BOT,37,HARD,2,22.0,15,100.815,United States Grand Prix,2024,2.5039999999999907,29.990000000000023,0,1,0.4868421052631579,0.4074074074074074,4.0
BOT,38,HARD,2,23.0,15,100.944,United States Grand Prix,2024,2.5799999999999983,30.119000000000028,0,1,0.5,0.4259259259259259,3.0
BOT,39,HARD,2,24.0,15,100.78,United States Grand Prix,2024,2.492999999999995,29.955000000000027,0,1,0.5131578947368421,0.4444444444444444,3.0
BOT,40,HARD,2,25.0,15,100.701,United States Grand Prix,2024,2.593999999999994,29.87600000000002,0,1,0.5263157894736842,0.4629629629629629,3.0
BOT,41,HARD,2,26.0,15,101.258,United States Grand Prix,2024,1.23899999999999,30.43300000000002,0,1,0.5394736842105263,0.4814814814814814,3.0
BOT,42,HARD,2,27.0,15,101.243,United States Grand Prix,2024,3.256999999999991,30.41800000000002,0,1,0.5526315789473685,0.5,3.0
BOT,43,HARD,2,28.0,15,100.696,United States Grand Prix,2024,2.7079999999999984,29.871000000000024,0,1,0.5657894736842105,0.5185185185185185,3.0
BOT,44,HARD,2,29.0,15,101.717,United States Grand Prix,2024,3.9620000000000033,30.892000000000024,0,1,0.5789473684210527,0.5370370370370371,3.0
BOT,45,HARD,2,30.0,17,105.416,United States Grand Prix,2024,7.518999999999991,34.59100000000002,0,1,0.5921052631578947,0.5555555555555556,1.0
BOT,46,HARD,2,31.0,18,103.225,United States Grand Prix,2024,5.700999999999993,32.40000000000002,0,1,0.6052631578947368,0.5740740740740741,0.0
BOT,47,HARD,2,32.0,18,101.064,United States Grand Prix,2024,2.828999999999993,30.23900000000002,0,1,0.618421052631579,0.5925925925925926,-1.0
BOT,48,HARD,2,33.0,18,101.07,United States Grand Prix,2024,2.569999999999993,30.24500000000002,0,1,0.631578947368421,0.6111111111111112,-1.0
BOT,49,HARD,2,34.0,18,103.447,United States Grand Prix,2024,4.924000000000007,32.62200000000003,0,1,0.6447368421052632,0.6296296296296297,-2.0
BOT,50,HARD,2,35.0,18,101.045,United States Grand Prix,2024,2.403000000000006,15.93500000000003,0,1,0.6578947368421053,0.6481481481481481,-2.0
BOT,51,HARD,2,36.0,18,102.931,United States Grand Prix,2024,4.6569999999999965,17.821000000000026,0,1,0.6710526315789473,0.6666666666666666,-2.0
BOT,52,HARD,2,37.0,17,100.658,United States Grand Prix,2024,2.510000000000005,15.54800000000003,0,1,0.6842105263157895,0.6851851851851852,-1.0
BOT,53,HARD,2,38.0,17,100.575,United States Grand Prix,2024,0.8389999999999986,15.465000000000032,0,1,0.6973684210526315,0.7037037037037037,-1.0
BOT,54,HARD,2,39.0,17,100.679,United States Grand Prix,2024,2.338999999999998,15.569000000000033,0,1,0.7105263157894737,0.7222222222222222,-1.0
BOT,55,HARD,2,40.0,17,100.708,United States Grand Prix,2024,2.513000000000005,15.598000000000027,0,1,0.7236842105263158,0.7407407407407407,-1.0
COL,1,HARD,1,1.0,16,109.923,United States Grand Prix,2024,2.227000000000004,2.227000000000004,0,0,0.0142857142857142,0.0212765957446808,-7.0
COL,2,HARD,1,2.0,15,103.005,United States Grand Prix,2024,3.114999999999995,8.426999999999992,0,0,0.0285714285714285,0.0425531914893617,-6.0
COL,3,HARD,1,3.0,15,137.406,United States Grand Prix,2024,38.03500000000001,42.828,0,0,0.0428571428571428,0.0638297872340425,-6.0
COL,5,HARD,1,5.0,15,147.801,United States Grand Prix,2024,48.847,22.986000000000004,0,0,0.0714285714285714,0.1063829787234042,-6.0
COL,6,HARD,1,6.0,14,103.338,United States Grand Prix,2024,4.277999999999992,-21.47699999999999,0,0,0.0857142857142857,0.1276595744680851,-5.0
COL,7,HARD,1,7.0,14,102.278,United States Grand Prix,2024,3.338000000000008,-22.536999999999978,0,0,0.1,0.1489361702127659,-5.0
COL,8,HARD,1,8.0,14,101.451,United States Grand Prix,2024,2.516999999999996,-23.36399999999999,0,0,0.1142857142857142,0.1702127659574468,-5.0
COL,9,HARD,1,9.0,14,101.98,United States Grand Prix,2024,3.25,-22.83499999999998,0,0,0.1285714285714285,0.1914893617021276,-5.0
COL,10,HARD,1,10.0,13,101.702,United States Grand Prix,2024,2.869,-23.112999999999985,0,0,0.1428571428571428,0.2127659574468085,-4.0
COL,11,HARD,1,11.0,13,102.239,United States Grand Prix,2024,3.483000000000004,-22.57599999999998,0,0,0.1571428571428571,0.2340425531914893,-4.0
COL,12,HARD,1,12.0,13,101.886,United States Grand Prix,2024,2.9919999999999902,-22.928999999999988,0,0,0.1714285714285714,0.2553191489361702,-4.0
COL,13,HARD,1,13.0,13,101.766,United States Grand Prix,2024,2.826000000000008,-23.04899999999997,0,0,0.1857142857142857,0.2765957446808511,-4.0
COL,14,HARD,1,14.0,14,102.97,United States Grand Prix,2024,3.831000000000003,-21.844999999999985,0,0,0.2,0.2978723404255319,-5.0
COL,15,HARD,1,15.0,14,101.801,United States Grand Prix,2024,2.942999999999998,-23.01399999999998,0,0,0.2142857142857142,0.3191489361702128,-5.0
COL,16,HARD,1,16.0,14,101.956,United States Grand Prix,2024,3.091000000000008,-22.85899999999998,0,0,0.2285714285714285,0.3404255319148936,-5.0
COL,17,HARD,1,17.0,14,101.523,United States Grand Prix,2024,2.3130000000000024,-23.291999999999987,0,0,0.2428571428571428,0.3617021276595745,-5.0
COL,18,HARD,1,18.0,13,101.427,United States Grand Prix,2024,2.349000000000004,-23.387999999999977,0,0,0.2571428571428571,0.3829787234042553,-5.0
COL,19,HARD,1,19.0,11,101.01,United States Grand Prix,2024,1.986000000000004,-23.80499999999998,0,0,0.2714285714285714,0.4042553191489361,-3.0
COL,20,HARD,1,20.0,11,101.123,United States Grand Prix,2024,2.4410000000000025,-23.69199999999998,0,0,0.2857142857142857,0.425531914893617,-3.0
COL,21,HARD,1,21.0,11,101.087,United States Grand Prix,2024,1.7600000000000051,-23.72799999999998,0,0,0.3,0.4468085106382978,-3.0
COL,22,HARD,1,22.0,10,101.25,United States Grand Prix,2024,2.290999999999997,-23.564999999999984,0,0,0.3142857142857143,0.4680851063829787,-2.0
COL,23,HARD,1,23.0,10,101.312,United States Grand Prix,2024,1.6910000000000025,-23.502999999999982,0,0,0.3285714285714285,0.4893617021276595,-2.0
COL,24,HARD,1,24.0,10,101.227,United States Grand Prix,2024,2.180000000000007,-23.58799999999998,0,0,0.3428571428571428,0.5106382978723404,-2.0
COL,25,HARD,1,25.0,10,100.756,United States Grand Prix,2024,0.8700000000000045,-24.058999999999983,0,0,0.3571428571428571,0.5319148936170213,-3.0
COL,26,HARD,1,26.0,10,100.9,United States Grand Prix,2024,1.472999999999999,-23.91499999999997,0,0,0.3714285714285714,0.5531914893617021,-3.0
COL,27,HARD,1,27.0,9,100.451,United States Grand Prix,2024,0.75,-24.36399999999999,0,0,0.3857142857142857,0.574468085106383,-2.0
COL,28,HARD,1,28.0,8,100.205,United States Grand Prix,2024,0.3919999999999959,-24.609999999999985,0,0,0.4,0.5957446808510638,-2.0
COL,29,HARD,1,29.0,8,100.542,United States Grand Prix,2024,-7.801999999999992,-24.272999999999985,0,0,0.4142857142857143,0.6170212765957447,0.0
COL,30,HARD,1,30.0,8,100.366,United States Grand Prix,2024,17.367000000000004,-24.448999999999984,0,0,0.4285714285714285,0.6382978723404256,1.0
COL,31,HARD,1,31.0,8,100.535,United States Grand Prix,2024,17.75,-24.279999999999987,0,0,0.4428571428571428,0.6595744680851063,0.0
COL,32,HARD,1,32.0,8,100.27,United States Grand Prix,2024,17.179999999999993,-24.544999999999987,0,0,0.4571428571428571,0.6808510638297872,0.0
COL,33,HARD,1,33.0,8,100.238,United States Grand Prix,2024,17.584999999999994,-24.576999999999984,0,0,0.4714285714285714,0.7021276595744681,0.0
COL,34,HARD,1,34.0,8,100.306,United States Grand Prix,2024,17.33,-24.508999999999983,0,0,0.4857142857142857,0.723404255319149,0.0
COL,35,HARD,1,35.0,8,100.195,United States Grand Prix,2024,17.093999999999994,-24.61999999999999,0,0,0.5,0.7446808510638298,0.0
COL,36,HARD,1,36.0,8,100.026,United States Grand Prix,2024,16.891999999999996,-24.788999999999987,0,0,0.5142857142857142,0.7659574468085106,0.0
COL,37,HARD,1,37.0,8,101.395,United States Grand Prix,2024,17.619,-23.419999999999987,0,0,0.5285714285714286,0.7872340425531915,1.0
COL,38,HARD,1,38.0,8,100.11,United States Grand Prix,2024,17.012,-24.704999999999984,0,0,0.5428571428571428,0.8085106382978723,1.0
COL,39,HARD,1,39.0,8,100.591,United States Grand Prix,2024,17.391999999999996,-24.22399999999999,0,0,0.5571428571428572,0.8297872340425532,1.0
COL,40,MEDIUM,2,1.0,12,119.212,United States Grand Prix,2024,21.657,4.0660000000000025,1,0,0.5714285714285714,0.024390243902439,-1.0
COL,41,MEDIUM,2,2.0,11,99.443,United States Grand Prix,2024,1.7839999999999918,-15.703000000000005,1,0,0.5857142857142857,0.048780487804878,0.0
COL,42,MEDIUM,2,3.0,11,98.533,United States Grand Prix,2024,0.8119999999999976,-16.613,1,0,0.6,0.073170731707317,0.0
COL,43,MEDIUM,2,4.0,11,98.528,United States Grand Prix,2024,0.7349999999999994,-16.617999999999995,1,0,0.6142857142857143,0.0975609756097561,0.0
COL,44,MEDIUM,2,5.0,11,98.876,United States Grand Prix,2024,1.2390000000000043,-16.269999999999996,1,0,0.6285714285714286,0.1219512195121951,0.0
COL,45,MEDIUM,2,6.0,10,98.532,United States Grand Prix,2024,0.5759999999999934,-16.614000000000004,1,0,0.6428571428571429,0.1463414634146341,1.0
COL,46,MEDIUM,2,7.0,10,97.611,United States Grand Prix,2024,0.061000000000007,-17.534999999999997,1,0,0.6571428571428571,0.1707317073170731,1.0
COL,47,MEDIUM,2,8.0,10,97.991,United States Grand Prix,2024,0.5330000000000013,-17.155,1,0,0.6714285714285714,0.1951219512195122,1.0
COL,48,MEDIUM,2,9.0,10,98.326,United States Grand Prix,2024,0.3899999999999863,-16.820000000000007,1,1,0.6857142857142857,0.2195121951219512,1.0
COL,49,MEDIUM,2,10.0,10,98.412,United States Grand Prix,2024,0.612000000000009,-16.733999999999995,1,1,0.7,0.2439024390243902,1.0
COL,50,MEDIUM,2,11.0,10,98.026,United States Grand Prix,2024,-0.6659999999999968,-17.120000000000005,1,1,0.7142857142857143,0.2682926829268293,1.0
COL,51,MEDIUM,2,12.0,10,98.665,United States Grand Prix,2024,-0.2749999999999915,-31.234999999999985,1,1,0.7285714285714285,0.2926829268292683,1.0
COL,52,MEDIUM,2,13.0,10,98.133,United States Grand Prix,2024,-0.2150000000000034,-31.767,1,1,0.7428571428571429,0.3170731707317073,1.0
COL,53,MEDIUM,2,14.0,10,98.032,United States Grand Prix,2024,0.1760000000000019,-31.867999999999995,1,1,0.7571428571428571,0.3414634146341463,1.0
COL,54,MEDIUM,2,15.0,10,97.708,United States Grand Prix,2024,-0.0820000000000078,-32.19199999999999,1,1,0.7714285714285715,0.3658536585365853,1.0
COL,55,MEDIUM,2,16.0,10,97.926,United States Grand Prix,2024,-0.1310000000000002,-31.97399999999999,1,1,0.7857142857142857,0.3902439024390244,1.0
COL,56,MEDIUM,2,17.0,10,98.488,United States Grand Prix,2024,-2.7009999999999934,-31.411999999999992,1,1,0.8,0.4146341463414634,1.0
GAS,1,MEDIUM,1,1.0,6,104.426,United States Grand Prix,2024,-7.554999999999993,-27.044000000000167,0,0,0.0129870129870129,0.02,11.0
GAS,2,MEDIUM,1,2.0,6,102.067,United States Grand Prix,2024,1.1189999999999998,-29.403000000000176,0,0,0.0259740259740259,0.04,11.0
GAS,3,MEDIUM,1,3.0,6,128.872,United States Grand Prix,2024,28.47800000000001,-2.598000000000156,0,0,0.0389610389610389,0.06,11.0
GAS,4,MEDIUM,1,4.0,6,149.84,United States Grand Prix,2024,50.361,18.36999999999984,0,0,0.0519480519480519,0.08,11.0
GAS,6,MEDIUM,1,6.0,6,102.096,United States Grand Prix,2024,2.372,-59.402000000000186,0,0,0.0779220779220779,0.12,11.0
GAS,7,MEDIUM,1,7.0,6,101.487,United States Grand Prix,2024,1.866,-60.0110000000002,0,0,0.0909090909090909,0.14,11.0
GAS,8,MEDIUM,1,8.0,6,101.037,United States Grand Prix,2024,1.3740000000000094,-60.46100000000018,0,0,0.1038961038961039,0.16,11.0
GAS,9,MEDIUM,1,9.0,6,100.712,United States Grand Prix,2024,-0.2169999999999987,-60.786000000000186,0,0,0.1168831168831168,0.18,11.0
GAS,10,MEDIUM,1,10.0,6,100.571,United States Grand Prix,2024,1.0829999999999984,-60.92700000000019,0,0,0.1298701298701298,0.2,10.0
GAS,11,MEDIUM,1,11.0,6,101.291,United States Grand Prix,2024,2.027999999999992,-60.20700000000019,0,0,0.1428571428571428,0.22,9.0
GAS,12,MEDIUM,1,12.0,6,101.086,United States Grand Prix,2024,1.852000000000004,-60.41200000000019,0,0,0.1558441558441558,0.24,9.0
GAS,13,MEDIUM,1,13.0,6,101.046,United States Grand Prix,2024,1.7310000000000088,-60.45200000000018,0,0,0.1688311688311688,0.26,9.0
GAS,14,MEDIUM,1,14.0,6,101.551,United States Grand Prix,2024,2.2109999999999985,-59.94700000000019,0,0,0.1818181818181818,0.28,8.0
GAS,15,MEDIUM,1,15.0,6,101.499,United States Grand Prix,2024,2.007999999999996,-59.999000000000194,0,0,0.1948051948051948,0.3,8.0
GAS,16,MEDIUM,1,16.0,6,101.306,United States Grand Prix,2024,2.128,-60.19200000000019,0,0,0.2077922077922078,0.32,8.0
GAS,17,MEDIUM,1,17.0,6,102.142,United States Grand Prix,2024,3.0360000000000014,-59.35600000000019,0,0,0.2207792207792207,0.34,8.0
GAS,18,MEDIUM,1,18.0,6,101.038,United States Grand Prix,2024,1.0579999999999927,-60.46000000000019,0,0,0.2337662337662337,0.36,8.0
GAS,19,HARD,2,1.0,16,125.822,United States Grand Prix,2024,40.419,-13.795999999999992,1,0,0.2467532467532467,0.0131578947368421,-2.0
GAS,20,HARD,2,2.0,16,101.596,United States Grand Prix,2024,16.537999999999997,-38.02199999999999,1,0,0.2597402597402597,0.0263157894736842,-3.0
GAS,21,HARD,2,3.0,16,101.132,United States Grand Prix,2024,16.254000000000005,-38.48599999999999,1,0,0.2727272727272727,0.0394736842105263,-3.0
