Driver,LapNumber,Compound,Stint,TyreLife,Position,LapTime (s),Race,Year,LapTime_Delta,Cumulative_Degradation,PitStop,PitNextLap,RaceProgress,Normalized_TyreLife,Position_Change
SAI,49,HARD,3,13.0,5,79.52,Spanish Grand Prix,2024,-0.5420000000000016,-15.952000000000012,0,1,0.6282051282051282,0.4333333333333333,6.0
SAI,50,HARD,3,14.0,5,79.202,Spanish Grand Prix,2024,-1.1500000000000057,-16.27000000000001,0,1,0.6410256410256411,0.4666666666666667,6.0
SAI,51,HARD,3,15.0,5,79.046,Spanish Grand Prix,2024,0.0890000000000128,-16.426000000000002,0,1,0.6538461538461539,0.5,6.0
SAI,52,HARD,3,16.0,5,79.046,Spanish Grand Prix,2024,-2.1969999999999885,-16.426000000000002,0,1,0.6666666666666666,0.5333333333333333,5.0
SAI,53,HARD,3,17.0,5,79.259,Spanish Grand Prix,2024,0.0,-14.857000000000014,0,1,0.6794871794871795,0.5666666666666667,10.0
SAI,54,HARD,3,18.0,5,79.017,Spanish Grand Prix,2024,-1.5649999999999975,-15.099000000000018,0,1,0.6923076923076923,0.6,-4.0
SAI,55,HARD,3,19.0,6,81.334,Spanish Grand Prix,2024,0.5810000000000031,-12.78200000000001,0,1,0.7051282051282052,0.6333333333333333,-5.0
SAI,56,HARD,3,20.0,6,79.047,Spanish Grand Prix,2024,-2.051000000000002,-15.069000000000017,0,1,0.717948717948718,0.6666666666666666,-5.0
SAI,57,HARD,3,21.0,6,78.97,Spanish Grand Prix,2024,-1.912000000000006,-15.146000000000017,0,1,0.7307692307692307,0.7,-5.0
SAI,58,HARD,3,22.0,6,78.871,Spanish Grand Prix,2024,-32.492000000000004,-15.24500000000002,0,1,0.7435897435897436,0.7333333333333333,-5.0
SAI,59,HARD,3,23.0,6,78.978,Spanish Grand Prix,2024,-4.632000000000005,-15.13800000000002,0,1,0.7564102564102564,0.7666666666666667,0.0
SAI,60,HARD,3,24.0,6,79.115,Spanish Grand Prix,2024,-3.166000000000011,-15.00100000000002,0,1,0.7692307692307693,0.8,0.0
SAI,61,HARD,3,25.0,6,79.151,Spanish Grand Prix,2024,-3.3440000000000083,-14.965000000000018,0,1,0.782051282051282,0.8333333333333334,0.0
SAI,62,HARD,3,26.0,6,79.365,Spanish Grand Prix,2024,-3.359000000000009,-14.75100000000002,0,1,0.7948717948717948,0.8666666666666667,0.0
SAI,63,HARD,3,27.0,6,79.479,Spanish Grand Prix,2024,-3.390000000000001,-14.637000000000016,0,1,0.8076923076923077,0.9,0.0
SAI,64,HARD,3,28.0,6,79.535,Spanish Grand Prix,2024,-3.872,-14.581000000000016,0,1,0.8205128205128205,0.9333333333333332,0.0
SAI,65,HARD,3,29.0,6,79.612,Spanish Grand Prix,2024,-4.067000000000007,-14.50400000000002,0,1,0.8333333333333334,0.9666666666666668,0.0
SAI,66,HARD,3,30.0,6,79.643,Spanish Grand Prix,2024,-3.7489999999999952,-14.473000000000011,0,1,0.8461538461538461,1.0,0.0
SAR,1,SOFT,1,1.0,18,91.507,Spanish Grand Prix,2024,-26.178,-14.413999999999874,0,0,0.0131578947368421,0.032258064516129,-3.0
SAR,2,SOFT,1,2.0,19,83.613,Spanish Grand Prix,2024,-17.933999999999997,-22.30799999999988,0,0,0.0263157894736842,0.064516129032258,-5.0
SAR,3,SOFT,1,3.0,19,82.491,Spanish Grand Prix,2024,-19.258,-23.42999999999988,0,0,0.0394736842105263,0.0967741935483871,-4.0
SAR,4,SOFT,1,4.0,19,82.557,Spanish Grand Prix,2024,-15.964,-23.36399999999988,0,0,0.0526315789473684,0.1290322580645161,-4.0
SAR,5,SOFT,1,5.0,19,82.869,Spanish Grand Prix,2024,-15.491,-23.05199999999988,0,0,0.0657894736842105,0.1612903225806451,-4.0
SAR,6,SOFT,1,6.0,20,83.637,Spanish Grand Prix,2024,-34.68899999999999,-22.28399999999988,0,0,0.0789473684210526,0.1935483870967742,0.0
SAR,7,SOFT,1,7.0,20,83.369,Spanish Grand Prix,2024,-10.662000000000006,-22.55199999999988,0,0,0.0921052631578947,0.2258064516129032,0.0
SAR,8,SOFT,1,8.0,20,83.345,Spanish Grand Prix,2024,-10.816000000000004,-22.57599999999988,0,0,0.1052631578947368,0.2580645161290322,0.0
SAR,9,SOFT,1,9.0,19,82.787,Spanish Grand Prix,2024,-9.179999999999993,-23.133999999999872,0,0,0.1184210526315789,0.2903225806451613,1.0
SAR,10,SOFT,1,10.0,18,82.871,Spanish Grand Prix,2024,-8.189000000000007,-48.80499999999988,0,0,0.131578947368421,0.3225806451612903,2.0
SAR,11,SOFT,1,11.0,17,82.588,Spanish Grand Prix,2024,-7.487000000000009,-49.08799999999988,0,0,0.1447368421052631,0.3548387096774194,3.0
SAR,12,SOFT,1,12.0,16,82.461,Spanish Grand Prix,2024,-7.067000000000007,-49.21499999999988,0,0,0.1578947368421052,0.3870967741935484,4.0
SAR,13,SOFT,1,13.0,15,83.105,Spanish Grand Prix,2024,-9.712999999999994,-48.57099999999987,0,0,0.1710526315789473,0.4193548387096774,5.0
SAR,14,SOFT,1,14.0,15,86.379,Spanish Grand Prix,2024,-3.569999999999993,-45.29699999999987,0,0,0.1842105263157894,0.4516129032258064,5.0
SAR,15,MEDIUM,2,1.0,20,99.619,Spanish Grand Prix,2024,18.279,-49.31700000000001,1,0,0.1973684210526315,0.0175438596491228,-6.0
SAR,16,MEDIUM,2,2.0,20,80.908,Spanish Grand Prix,2024,0.2620000000000004,-68.028,1,0,0.2105263157894736,0.0350877192982456,-6.0
SAR,17,MEDIUM,2,3.0,20,81.077,Spanish Grand Prix,2024,0.0609999999999928,-67.85900000000001,1,0,0.2236842105263158,0.0526315789473684,-6.0
SAR,18,MEDIUM,2,4.0,20,81.379,Spanish Grand Prix,2024,0.347999999999999,-67.557,1,0,0.2368421052631578,0.0701754385964912,-6.0
SAR,19,MEDIUM,2,5.0,19,81.554,Spanish Grand Prix,2024,0.3329999999999984,-67.382,1,0,0.25,0.087719298245614,-5.0
SAR,20,MEDIUM,2,6.0,19,81.622,Spanish Grand Prix,2024,0.7690000000000055,-67.31400000000001,1,0,0.2631578947368421,0.1052631578947368,-5.0
SAR,21,MEDIUM,2,7.0,19,81.34,Spanish Grand Prix,2024,0.4909999999999996,-67.596,1,0,0.2763157894736842,0.1228070175438596,-5.0
SAR,22,MEDIUM,2,8.0,19,81.884,Spanish Grand Prix,2024,0.9869999999999948,-67.052,1,0,0.2894736842105263,0.1403508771929824,-5.0
SAR,23,MEDIUM,2,9.0,19,81.942,Spanish Grand Prix,2024,1.3489999999999895,-66.99400000000001,1,0,0.3026315789473684,0.1578947368421052,-5.0
SAR,24,MEDIUM,2,10.0,20,83.109,Spanish Grand Prix,2024,2.713999999999998,-65.82700000000001,1,0,0.3157894736842105,0.175438596491228,-6.0
SAR,25,MEDIUM,2,11.0,20,82.33,Spanish Grand Prix,2024,1.4269999999999925,-66.60600000000001,1,0,0.3289473684210526,0.1929824561403508,-6.0
SAR,26,MEDIUM,2,12.0,20,82.547,Spanish Grand Prix,2024,1.617999999999995,-66.38900000000001,1,0,0.3421052631578947,0.2105263157894736,-6.0
SAR,27,MEDIUM,2,13.0,20,82.578,Spanish Grand Prix,2024,1.3470000000000084,-66.358,1,0,0.3552631578947368,0.2280701754385964,-6.0
SAR,28,MEDIUM,2,14.0,19,82.587,Spanish Grand Prix,2024,0.983000000000004,-52.06700000000001,1,1,0.3684210526315789,0.2456140350877192,-5.0
SAR,29,MEDIUM,2,15.0,18,82.425,Spanish Grand Prix,2024,1.090999999999994,-52.22900000000001,1,1,0.3815789473684211,0.2631578947368421,-4.0
SAR,30,MEDIUM,2,16.0,17,82.812,Spanish Grand Prix,2024,1.9719999999999944,-51.84200000000001,1,1,0.3947368421052631,0.2807017543859649,-3.0
SAR,31,MEDIUM,2,17.0,17,82.721,Spanish Grand Prix,2024,1.945999999999998,-51.93300000000001,1,1,0.4078947368421052,0.2982456140350877,-3.0
SAR,32,MEDIUM,2,18.0,17,82.444,Spanish Grand Prix,2024,1.6470000000000056,-52.21000000000001,1,1,0.4210526315789473,0.3157894736842105,-3.0
SAR,33,MEDIUM,2,19.0,18,82.943,Spanish Grand Prix,2024,2.4129999999999967,-51.71100000000001,1,1,0.4342105263157895,0.3333333333333333,-4.0
SAR,34,MEDIUM,2,20.0,19,85.825,Spanish Grand Prix,2024,5.087000000000003,-48.82900000000001,1,1,0.4473684210526316,0.3508771929824561,-5.0
SAR,35,HARD,3,1.0,20,100.595,Spanish Grand Prix,2024,-0.5010000000000048,10.313000000000002,1,0,0.4605263157894737,0.03125,-7.0
SAR,36,HARD,3,2.0,20,80.274,Spanish Grand Prix,2024,-21.244,-10.007999999999996,1,0,0.4736842105263157,0.0625,-7.0
SAR,37,HARD,3,3.0,20,80.402,Spanish Grand Prix,2024,-22.02800000000001,-9.879999999999995,1,0,0.4868421052631579,0.09375,-6.0
SAR,38,HARD,3,4.0,20,80.172,Spanish Grand Prix,2024,-22.175,-10.11,1,0,0.5,0.125,-6.0
SAR,39,HARD,3,5.0,20,80.416,Spanish Grand Prix,2024,-21.930000000000007,-9.866,1,0,0.5131578947368421,0.15625,-6.0
SAR,40,HARD,3,6.0,20,80.448,Spanish Grand Prix,2024,-21.980000000000004,-9.834000000000003,1,0,0.5263157894736842,0.1875,-7.0
SAR,41,HARD,3,7.0,20,80.747,Spanish Grand Prix,2024,-21.196,-9.534999999999997,1,0,0.5394736842105263,0.21875,-7.0
SAR,42,HARD,3,8.0,20,82.818,Spanish Grand Prix,2024,-19.076000000000008,-7.463999999999999,1,0,0.5526315789473685,0.25,-7.0
SAR,43,HARD,3,9.0,20,82.152,Spanish Grand Prix,2024,-20.944000000000003,-8.129999999999995,1,0,0.5657894736842105,0.28125,-6.0
SAR,44,HARD,3,10.0,20,82.888,Spanish Grand Prix,2024,-19.506,-7.393999999999991,1,0,0.5789473684210527,0.3125,-6.0
SAR,45,HARD,3,11.0,19,80.945,Spanish Grand Prix,2024,-20.96900000000001,-9.337000000000003,1,0,0.5921052631578947,0.34375,-5.0
SAR,46,HARD,3,12.0,19,81.041,Spanish Grand Prix,2024,-21.355000000000004,-9.241,1,0,0.6052631578947368,0.375,-5.0
SAR,47,HARD,3,13.0,19,82.298,Spanish Grand Prix,2024,-19.616,-7.983999999999995,1,0,0.618421052631579,0.40625,-5.0
SAR,48,HARD,3,14.0,19,81.033,Spanish Grand Prix,2024,-21.733999999999995,-9.248999999999995,1,0,0.631578947368421,0.4375,-4.0
SAR,49,HARD,3,15.0,19,81.073,Spanish Grand Prix,2024,-21.67,-9.209000000000003,1,0,0.6447368421052632,0.46875,-3.0
SAR,50,HARD,3,16.0,19,80.983,Spanish Grand Prix,2024,-21.661999999999992,-9.298999999999992,1,1,0.6578947368421053,0.5,-3.0
SAR,51,HARD,3,17.0,19,81.939,Spanish Grand Prix,2024,-20.381,-8.343000000000004,1,1,0.6710526315789473,0.53125,-3.0
SAR,52,HARD,3,18.0,19,81.025,Spanish Grand Prix,2024,-21.52499999999999,-9.25699999999999,1,1,0.6842105263157895,0.5625,-3.0
SAR,53,HARD,3,19.0,19,81.083,Spanish Grand Prix,2024,-21.191000000000003,-9.198999999999998,1,0,0.6973684210526315,0.59375,-3.0
SAR,54,HARD,3,20.0,19,81.199,Spanish Grand Prix,2024,-21.203000000000003,-9.082999999999998,1,0,0.7105263157894737,0.625,-3.0
SAR,55,HARD,3,21.0,20,81.966,Spanish Grand Prix,2024,-20.947000000000003,-8.316000000000003,1,0,0.7236842105263158,0.65625,-3.0
SAR,56,HARD,3,22.0,20,82.226,Spanish Grand Prix,2024,-20.922,-8.055999999999997,1,0,0.7368421052631579,0.6875,-3.0
SAR,57,HARD,3,23.0,20,82.922,Spanish Grand Prix,2024,-5.022999999999996,-7.359999999999999,0,0,0.75,0.71875,-3.0
SAR,58,HARD,3,24.0,20,81.489,Spanish Grand Prix,2024,1.6800000000000068,-8.792999999999992,0,0,0.7631578947368421,0.75,-4.0
SAR,59,HARD,3,25.0,20,81.553,Spanish Grand Prix,2024,5.959000000000003,-8.729,0,0,0.7763157894736842,0.78125,-4.0
SAR,60,HARD,3,26.0,20,84.685,Spanish Grand Prix,2024,9.105000000000004,-5.596999999999994,0,0,0.7894736842105263,0.8125,-4.0
SAR,61,HARD,3,27.0,20,81.305,Spanish Grand Prix,2024,5.747,-8.97699999999999,0,0,0.8026315789473685,0.84375,-4.0
SAR,62,HARD,3,28.0,20,81.376,Spanish Grand Prix,2024,5.850999999999999,-8.905999999999992,0,0,0.8157894736842105,0.875,-4.0
SAR,63,HARD,3,29.0,20,81.612,Spanish Grand Prix,2024,5.923999999999992,-8.670000000000002,0,0,0.8289473684210527,0.90625,-4.0
SAR,64,HARD,3,30.0,20,85.203,Spanish Grand Prix,2024,8.308000000000007,-5.0789999999999935,0,1,0.8421052631578947,0.9375,-4.0
STR,1,SOFT,1,1.0,13,89.606,Spanish Grand Prix,2024,-23.476,-23.003000000000043,0,0,0.0131578947368421,0.0263157894736842,-4.0
STR,2,SOFT,1,2.0,13,82.587,Spanish Grand Prix,2024,-18.37899999999999,-19.86400000000004,0,0,0.0263157894736842,0.0526315789473684,-4.0
STR,3,SOFT,1,3.0,13,82.004,Spanish Grand Prix,2024,-18.684,-20.44700000000003,0,0,0.0394736842105263,0.0789473684210526,-3.0
STR,4,SOFT,1,4.0,13,82.128,Spanish Grand Prix,2024,-15.174000000000008,-20.32300000000004,0,0,0.0526315789473684,0.1052631578947368,-3.0
STR,5,SOFT,1,5.0,13,82.263,Spanish Grand Prix,2024,-14.780999999999992,-51.63900000000002,0,0,0.0657894736842105,0.131578947368421,-3.0
STR,6,SOFT,1,6.0,12,82.13,Spanish Grand Prix,2024,-14.525000000000006,-65.91400000000003,0,0,0.0789473684210526,0.1578947368421052,-2.0
STR,7,SOFT,1,7.0,12,82.416,Spanish Grand Prix,2024,-11.278999999999996,-65.62800000000003,0,0,0.0921052631578947,0.1842105263157894,-3.0
STR,8,SOFT,1,8.0,12,82.359,Spanish Grand Prix,2024,-11.190000000000012,-65.68500000000003,0,0,0.1052631578947368,0.2105263157894736,-3.0
STR,9,SOFT,1,9.0,12,81.858,Spanish Grand Prix,2024,-10.99199999999999,-66.18600000000002,0,0,0.1184210526315789,0.2368421052631578,-3.0
STR,10,SOFT,1,10.0,12,81.75,Spanish Grand Prix,2024,-11.036,-66.29400000000003,0,0,0.131578947368421,0.2631578947368421,-3.0
STR,11,SOFT,1,11.0,12,81.967,Spanish Grand Prix,2024,-12.278000000000006,-66.07700000000003,0,0,0.1447368421052631,0.2894736842105263,-3.0
STR,12,SOFT,1,12.0,12,82.256,Spanish Grand Prix,2024,-8.944000000000003,-65.78800000000003,0,0,0.1578947368421052,0.3157894736842105,-4.0
STR,13,SOFT,1,13.0,11,82.185,Spanish Grand Prix,2024,-8.069999999999993,-65.85900000000002,0,0,0.1710526315789473,0.3421052631578947,-3.0
STR,14,SOFT,1,14.0,9,81.768,Spanish Grand Prix,2024,-7.677999999999997,-66.27600000000002,0,0,0.1842105263157894,0.3684210526315789,-1.0
STR,15,SOFT,1,15.0,8,81.918,Spanish Grand Prix,2024,-7.0989999999999895,-66.12600000000002,0,0,0.1973684210526315,0.3947368421052631,0.0
STR,16,SOFT,1,16.0,6,81.955,Spanish Grand Prix,2024,-5.8089999999999975,-66.08900000000003,0,0,0.2105263157894736,0.4210526315789473,2.0
STR,17,SOFT,1,17.0,9,86.896,Spanish Grand Prix,2024,-0.4689999999999941,-61.148000000000025,0,0,0.2236842105263158,0.4473684210526316,-1.0
STR,18,MEDIUM,2,2.0,17,99.122,Spanish Grand Prix,2024,18.424000000000007,-35.721999999999994,1,0,0.2368421052631578,0.0444444444444444,-6.0
STR,19,MEDIUM,2,3.0,16,80.615,Spanish Grand Prix,2024,0.2620000000000004,-54.229,1,0,0.25,0.0666666666666666,-5.0
STR,20,MEDIUM,2,4.0,14,80.783,Spanish Grand Prix,2024,1.3850000000000051,-54.06099999999999,1,0,0.2631578947368421,0.0888888888888888,-3.0
STR,21,MEDIUM,2,5.0,14,81.212,Spanish Grand Prix,2024,2.195999999999998,-53.63199999999999,1,1,0.2763157894736842,0.1111111111111111,-3.0
STR,22,MEDIUM,2,6.0,14,81.328,Spanish Grand Prix,2024,0.0210000000000007,-53.51599999999999,1,1,0.2894736842105263,0.1333333333333333,-3.0
STR,23,MEDIUM,2,7.0,14,81.366,Spanish Grand Prix,2024,0.1779999999999972,-53.478,1,1,0.3026315789473684,0.1555555555555555,-3.0
STR,24,MEDIUM,2,8.0,14,81.568,Spanish Grand Prix,2024,-0.0529999999999972,-53.276,1,1,0.3157894736842105,0.1777777777777777,-3.0
STR,25,MEDIUM,2,9.0,14,81.131,Spanish Grand Prix,2024,0.625,-53.713,1,1,0.3289473684210526,0.2,-3.0
STR,26,MEDIUM,2,10.0,13,81.092,Spanish Grand Prix,2024,-31.698000000000008,-53.752,0,1,0.3421052631578947,0.2222222222222222,-5.0
STR,27,MEDIUM,2,11.0,13,81.3,Spanish Grand Prix,2024,-16.444000000000003,-53.544,0,1,0.3552631578947368,0.2444444444444444,-5.0
STR,28,MEDIUM,2,12.0,13,81.244,Spanish Grand Prix,2024,-31.546000000000006,-53.6,0,1,0.3684210526315789,0.2666666666666666,-5.0
STR,29,MEDIUM,2,13.0,13,81.101,Spanish Grand Prix,2024,-47.34100000000001,-53.743,0,1,0.3815789473684211,0.2888888888888888,-5.0
STR,30,MEDIUM,2,14.0,13,81.454,Spanish Grand Prix,2024,-6.714000000000013,-53.39,0,1,0.3947368421052631,0.3111111111111111,-5.0
STR,31,MEDIUM,2,15.0,13,81.481,Spanish Grand Prix,2024,-9.489000000000004,-53.363,0,1,0.4078947368421052,0.3333333333333333,-5.0
STR,32,MEDIUM,2,16.0,12,81.275,Spanish Grand Prix,2024,-9.683999999999996,-53.56899999999999,0,1,0.4210526315789473,0.3555555555555555,-4.0
STR,33,MEDIUM,2,17.0,12,80.972,Spanish Grand Prix,2024,-9.873000000000005,-53.872,0,1,0.4342105263157895,0.3777777777777777,-4.0
STR,34,MEDIUM,2,18.0,12,81.339,Spanish Grand Prix,2024,-8.497,-53.505,0,1,0.4473684210526316,0.4,-4.0
STR,35,MEDIUM,2,19.0,13,82.413,Spanish Grand Prix,2024,-5.652000000000001,-52.431,0,1,0.4605263157894737,0.4222222222222222,-5.0
STR,36,MEDIUM,2,20.0,13,81.262,Spanish Grand Prix,2024,-6.435999999999993,-53.582,0,1,0.4736842105263157,0.4444444444444444,-5.0
STR,37,MEDIUM,2,21.0,14,85.201,Spanish Grand Prix,2024,-2.378,-49.643,0,1,0.4868421052631579,0.4666666666666667,-6.0
STR,38,HARD,3,2.0,17,100.958,Spanish Grand Prix,2024,8.168999999999997,-70.136,1,0,0.5,0.0666666666666666,0.0
STR,39,HARD,3,3.0,17,80.421,Spanish Grand Prix,2024,-12.49799999999999,-90.673,1,0,0.5131578947368421,0.1,0.0
STR,40,HARD,3,4.0,17,80.289,Spanish Grand Prix,2024,-14.099999999999994,-90.805,1,1,0.5263157894736842,0.1333333333333333,0.0
STR,41,HARD,3,5.0,16,80.921,Spanish Grand Prix,2024,-11.23899999999999,-90.173,1,1,0.5394736842105263,0.1666666666666666,0.0
STR,42,HARD,3,6.0,15,80.926,Spanish Grand Prix,2024,-11.658,-90.168,1,1,0.5526315789473685,0.2,1.0
STR,43,HARD,3,7.0,13,81.539,Spanish Grand Prix,2024,-1.2360000000000042,-89.55499999999999,0,1,0.5657894736842105,0.2333333333333333,-2.0
STR,44,HARD,3,8.0,14,81.548,Spanish Grand Prix,2024,2.997,-89.54599999999999,0,1,0.5789473684210527,0.2666666666666666,-3.0
STR,45,HARD,3,9.0,14,80.288,Spanish Grand Prix,2024,-12.486000000000004,-90.806,0,1,0.5921052631578947,0.3,-6.0
STR,46,HARD,3,10.0,14,80.301,Spanish Grand Prix,2024,-4.619,-90.793,0,1,0.6052631578947368,0.3333333333333333,-6.0
STR,47,HARD,3,11.0,14,79.704,Spanish Grand Prix,2024,-4.024000000000001,-91.39,0,1,0.618421052631579,0.3666666666666666,-6.0
STR,48,HARD,3,12.0,14,79.749,Spanish Grand Prix,2024,-2.5160000000000053,-91.345,0,1,0.631578947368421,0.4,-6.0
STR,49,HARD,3,13.0,14,79.341,Spanish Grand Prix,2024,-1.4350000000000025,-91.753,0,1,0.6447368421052632,0.4333333333333333,-6.0
STR,50,HARD,3,14.0,14,79.318,Spanish Grand Prix,2024,-0.2469999999999999,-91.776,0,1,0.6578947368421053,0.4666666666666667,-6.0
STR,51,HARD,3,15.0,14,79.739,Spanish Grand Prix,2024,0.3470000000000084,-91.355,0,1,0.6710526315789473,0.5,-6.0
STR,52,HARD,3,16.0,14,81.436,Spanish Grand Prix,2024,0.1850000000000022,-89.65799999999999,0,1,0.6842105263157895,0.5333333333333333,-7.0
STR,53,HARD,3,17.0,14,79.832,Spanish Grand Prix,2024,-5.446000000000012,-91.262,0,1,0.6973684210526315,0.5666666666666667,-7.0
STR,54,HARD,3,18.0,14,79.488,Spanish Grand Prix,2024,-23.872,-91.606,0,1,0.7105263157894737,0.6,-7.0
STR,55,HARD,3,19.0,14,80.854,Spanish Grand Prix,2024,-16.495000000000005,-90.24,0,1,0.7236842105263158,0.6333333333333333,-7.0
STR,56,HARD,3,20.0,14,79.643,Spanish Grand Prix,2024,-39.159000000000006,-91.451,0,1,0.7368421052631579,0.6666666666666666,-7.0
STR,57,HARD,3,21.0,14,79.541,Spanish Grand Prix,2024,-33.629000000000005,-91.553,0,1,0.75,0.7,-7.0
STR,58,HARD,3,22.0,14,79.595,Spanish Grand Prix,2024,-52.04599999999999,-91.499,0,1,0.7631578947368421,0.7333333333333333,-7.0
STR,59,HARD,3,23.0,14,79.773,Spanish Grand Prix,2024,-1.1659999999999968,-91.321,0,1,0.7763157894736842,0.7666666666666667,-7.0
STR,60,HARD,3,24.0,14,79.627,Spanish Grand Prix,2024,1.1229999999999905,-91.467,0,1,0.7894736842105263,0.8,-7.0
STR,61,HARD,3,25.0,14,79.747,Spanish Grand Prix,2024,1.25,-91.347,0,1,0.8026315789473685,0.8333333333333334,-7.0
STR,62,HARD,3,26.0,14,81.533,Spanish Grand Prix,2024,3.0900000000000034,-89.56099999999999,0,1,0.8157894736842105,0.8666666666666667,-7.0
STR,63,HARD,3,27.0,14,80.02,Spanish Grand Prix,2024,2.4080000000000013,-91.074,0,1,0.8289473684210527,0.9,-7.0
STR,64,HARD,3,28.0,14,80.139,Spanish Grand Prix,2024,2.530000000000001,-90.955,0,1,0.8421052631578947,0.9333333333333332,-7.0
STR,65,HARD,3,29.0,14,83.904,Spanish Grand Prix,2024,6.60199999999999,-87.19,0,1,0.8552631578947368,0.9666666666666668,-7.0
TSU,1,SOFT,1,1.0,15,90.324,Spanish Grand Prix,2024,-24.381,-18.57499999999996,0,0,0.0129870129870129,0.0227272727272727,-4.0
TSU,2,SOFT,1,2.0,15,82.957,Spanish Grand Prix,2024,-19.968000000000004,-14.07799999999996,0,0,0.0259740259740259,0.0454545454545454,-3.0
TSU,3,SOFT,1,3.0,15,82.193,Spanish Grand Prix,2024,-17.742000000000004,-14.841999999999956,0,0,0.0389610389610389,0.0681818181818181,-3.0
TSU,4,SOFT,1,4.0,15,82.407,Spanish Grand Prix,2024,-15.067999999999998,-14.627999999999956,0,0,0.0519480519480519,0.0909090909090909,-3.0
TSU,5,SOFT,1,5.0,15,82.919,Spanish Grand Prix,2024,-12.963000000000008,-0.2449999999999477,0,0,0.0649350649350649,0.1136363636363636,-3.0
TSU,6,SOFT,1,6.0,16,83.724,Spanish Grand Prix,2024,-12.921999999999995,14.165000000000065,0,0,0.0779220779220779,0.1363636363636363,-4.0
TSU,7,SOFT,1,7.0,17,83.735,Spanish Grand Prix,2024,-10.441000000000004,14.17600000000006,0,0,0.0909090909090909,0.1590909090909091,-6.0
TSU,8,SOFT,1,8.0,17,82.959,Spanish Grand Prix,2024,-10.531999999999996,13.400000000000064,0,0,0.1038961038961039,0.1818181818181818,-6.0
TSU,9,SOFT,1,9.0,20,86.004,Spanish Grand Prix,2024,-6.875999999999991,16.445000000000064,0,0,0.1168831168831168,0.2045454545454545,-9.0
TSU,10,MEDIUM,2,1.0,20,98.886,Spanish Grand Prix,2024,17.295,11.49799999999999,1,0,0.1298701298701298,0.0129870129870129,-12.0
TSU,11,MEDIUM,2,2.0,20,81.644,Spanish Grand Prix,2024,0.355000000000004,-5.744,1,0,0.1428571428571428,0.0259740259740259,-12.0
TSU,12,MEDIUM,2,3.0,20,82.341,Spanish Grand Prix,2024,1.2519999999999951,-5.047000000000011,1,0,0.1558441558441558,0.0389610389610389,-12.0
TSU,13,MEDIUM,2,4.0,20,81.817,Spanish Grand Prix,2024,1.134999999999991,-5.571000000000012,1,1,0.1688311688311688,0.0519480519480519,-12.0
TSU,14,MEDIUM,2,5.0,20,81.511,Spanish Grand Prix,2024,0.2620000000000004,-5.8770000000000095,1,1,0.1818181818181818,0.0649350649350649,-12.0
TSU,15,MEDIUM,2,6.0,19,81.553,Spanish Grand Prix,2024,1.4539999999999935,-5.835000000000008,1,1,0.1948051948051948,0.0779220779220779,-11.0
TSU,16,MEDIUM,2,7.0,19,82.033,Spanish Grand Prix,2024,1.186000000000007,-5.355000000000004,1,1,0.2077922077922078,0.0909090909090909,-11.0
TSU,17,MEDIUM,2,8.0,18,81.523,Spanish Grand Prix,2024,1.1880000000000024,-5.865000000000009,1,1,0.2207792207792207,0.1038961038961039,-10.0
TSU,18,MEDIUM,2,9.0,18,82.182,Spanish Grand Prix,2024,1.5700000000000074,-5.206000000000003,1,1,0.2337662337662337,0.1168831168831168,-10.0
TSU,19,MEDIUM,2,10.0,17,81.744,Spanish Grand Prix,2024,0.9740000000000038,-5.6440000000000055,1,1,0.2467532467532467,0.1298701298701298,-9.0
TSU,20,MEDIUM,2,11.0,17,82.962,Spanish Grand Prix,2024,2.971000000000004,-4.426000000000002,1,1,0.2597402597402597,0.1428571428571428,-9.0
TSU,21,MEDIUM,2,12.0,17,81.392,Spanish Grand Prix,2024,0.8349999999999937,-5.996000000000009,1,1,0.2727272727272727,0.1558441558441558,-9.0
TSU,22,MEDIUM,2,13.0,18,83.793,Spanish Grand Prix,2024,2.9180000000000064,-3.594999999999999,1,1,0.2857142857142857,0.1688311688311688,-10.0
TSU,23,MEDIUM,2,14.0,18,81.748,Spanish Grand Prix,2024,1.2980000000000018,-5.640000000000001,1,1,0.2987012987012987,0.1818181818181818,-10.0
TSU,24,MEDIUM,2,15.0,18,81.615,Spanish Grand Prix,2024,1.2289999999999992,-5.77300000000001,1,1,0.3116883116883117,0.1948051948051948,-10.0
TSU,25,MEDIUM,2,16.0,18,81.791,Spanish Grand Prix,2024,1.4620000000000033,-5.597000000000008,1,1,0.3246753246753247,0.2077922077922078,-10.0
TSU,26,MEDIUM,2,17.0,18,82.011,Spanish Grand Prix,2024,1.5630000000000024,-5.3770000000000095,1,1,0.3376623376623376,0.2207792207792207,-10.0
TSU,27,MEDIUM,2,18.0,19,85.581,Spanish Grand Prix,2024,5.295000000000002,-1.8070000000000024,1,1,0.3506493506493506,0.2337662337662337,-11.0
TSU,28,HARD,3,1.0,20,99.737,Spanish Grand Prix,2024,0.0,25.66600000000001,1,0,0.3636363636363636,0.025,0.0
TSU,29,HARD,3,2.0,20,79.573,Spanish Grand Prix,2024,-20.164,5.5020000000000095,0,0,0.3766233766233766,0.05,0.0
TSU,30,HARD,3,3.0,19,79.755,Spanish Grand Prix,2024,0.1820000000000021,5.684000000000012,0,1,0.3896103896103896,0.075,1.0
